position_ss,lastname,firstname,nationality,age,dob,wst_rider_id,fis_code,number_of_results_ss,points_ss,concat_id,gender,created_at,updated_at
28,McDonald,Baily,CAN,22,6/5/98 0:00,91584,9105344,3 / (8),402.5,bailymcdonaldcan,f,11/21/20 17:16,11/21/20 17:16
29,Taka,Eveliina,FIN,,,93436,9185078,3 / (4),400.97,eveliinatakafin,f,11/21/20 17:16,11/21/20 17:16
30,Fujimori,Yuka,JPN,34,6/11/86 0:00,92069,9305001,2 / (2),399.57,yukafujimorijpn,f,11/21/20 17:16,11/21/20 17:16
31,Okuyama,Kanami,JPN,,,93685,9305367,3 / (6),374.33,kanamiokuyamajpn,f,11/21/20 17:16,11/21/20 17:16
32,Gardner,Addison,USA,,,96259,,3 / (4),374.28,addisongardnerusa,f,11/21/20 17:16,11/21/20 17:16
33,Gomez,Isabella,USA,,,93346,9535452,3 / (11),372.95,isabellagomezusa,f,11/21/20 17:16,11/21/20 17:16
34,Yoshizawa,Hikari,JPN,17,6/15/03 0:00,97636,9305384,3 / (4),372.33,hikariyoshizawajpn,f,11/21/20 17:16,11/21/20 17:16
35,Rummel,Courtney,USA,,,96267,,3 / (10),347.07,courtneyrummelusa,f,11/21/20 17:16,11/21/20 17:16
36,Vatne-Larsen,Thea Cassandra,NOR,19,12/6/00 0:00,93231,,3 / (4),338.15,thea cassandravatne-larsennor,f,11/21/20 17:16,11/21/20 17:16
37,Pancochova,Sarka,CZE,30,11/1/90 0:00,74989,1159968,3 / (5),338.06,sarkapancochovacze,f,11/21/20 17:16,11/21/20 17:16
38,Mueller,Lena,SUI,17,1/21/03 0:00,90856,9515207,3 / (4),333.67,lenamuellersui,f,11/21/20 17:16,11/21/20 17:16
39,Lantos,Emma,AUT,,,94643,9055092,3 / (12),333.33,emmalantosaut,f,11/21/20 17:16,11/21/20 17:16
40,Carlson,Jackie,CAN,21,11/6/99 0:00,93334,9105425,3 / (5),329.9,jackiecarlsoncan,f,11/21/20 17:16,11/21/20 17:16
41,Kosova,Ekaterina,RUS,24,4/25/96 0:00,92144,9485164,3 / (4),327.47,ekaterinakosovarus,f,11/21/20 17:16,11/21/20 17:16
42,Niemelae,Carola,FIN,21,2/11/99 0:00,93235,9185071,3 / (7),324.79,carolaniemelaefin,f,11/21/20 17:16,11/21/20 17:16
43,Boesch,Lia-Mara,SUI,26,9/3/94 0:00,86595,9515157,3 / (5),323.23,lia-maraboeschsui,f,11/21/20 17:16,11/21/20 17:16
44,Danuser,Mona,SUI,,,93677,9515205,3 / (4),322.08,monadanusersui,f,11/21/20 17:16,11/21/20 17:16
45,Silvestre,Lucie,FRA,,,84726,9195196,3 / (9),320.52,luciesilvestrefra,f,11/21/20 17:16,11/21/20 17:16
46,Kotani,Yui,JPN,,,99481,,3 / (3),315.12,yuikotanijpn,f,11/21/20 17:16,11/21/20 17:16
47,Wuorivirta,Karoliina,FIN,,,93968,9185077,3 / (7),313.03,karoliinawuorivirtafin,f,11/21/20 17:16,11/21/20 17:16
48,Onitsuka,Miyabi,JPN,22,10/12/98 0:00,86188,9305286,3 / (3),311.79,miyabionitsukajpn,f,11/21/20 17:16,11/21/20 17:16
49,Espeli Olsen,Stine,NOR,,,92492,9425055,3 / (11),308.08,stineespeli olsennor,f,11/21/20 17:16,11/21/20 17:16
50,Stalker,Meila,AUS,,,97604,,3 / (6),303.45,meilastalkeraus,f,11/21/20 17:16,11/21/20 17:16
51,Larochaix,Thalie,FRA,21,1/14/99 0:00,81637,9195178,3 / (5),303.4,thalielarochaixfra,f,11/21/20 17:16,11/21/20 17:16
52,Fennell,Amber,GBR,13,2/23/07 0:00,95816,,3 / (8),301.37,amberfennellgbr,f,11/21/20 17:16,11/21/20 17:16
53,Smith,Hollie,GBR,,,98128,9225022,3 / (9),300.21,holliesmithgbr,f,11/21/20 17:16,11/21/20 17:16
54,Crompton,Maggie,CAN,16,10/12/04 0:00,94719,9105461,3 / (10),296.57,maggiecromptoncan,f,11/21/20 17:16,11/21/20 17:16
55,Maas,Cheryl,NED,36,9/28/84 0:00,17515,1409999,3 / (4),294.32,cherylmaasned,f,11/21/20 17:16,11/21/20 17:16
56,Rong,Ge,CHN,,,100177,9125121,3 / (8),293.42,gerongchn,f,11/21/20 17:16,11/21/20 17:16
57,Traub,Terra,TPE,,,100993,,3 / (8),293.21,terratraubtpe,f,11/21/20 17:16,11/21/20 17:16
58,Candrian,Sina,SUI,32,11/21/88 0:00,52643,9515010,3 / (3),292.96,sinacandriansui,f,11/21/20 17:16,11/21/20 17:16
59,Iwabuchi,Reira,JPN,18,12/14/01 0:00,81781,9305338,2 / (2),290.01,reiraiwabuchijpn,f,11/21/20 17:16,11/21/20 17:16
60,Thurgood,Jade,USA,,,95866,9535487,3 / (4),288.61,jadethurgoodusa,f,11/21/20 17:16,11/21/20 17:16
61,Flemming,Nadja,GER,24,12/7/95 0:00,90909,9205073,3 / (6),284.61,nadjaflemmingger,f,11/21/20 17:16,11/21/20 17:16
62,Adams,Kaitlyn,USA,15,9/16/05 0:00,90636,9535573,3 / (6),280.94,kaitlynadamsusa,f,11/21/20 17:16,11/21/20 17:16
63,Kreisingerova,Marie,CZE,,,87889,9155054,3 / (6),278.36,mariekreisingerovacze,f,11/21/20 17:16,11/21/20 17:16
64,Kozuback,Kamilla,CAN,16,5/5/04 0:00,93492,9105435,3 / (9),275.9,kamillakozubackcan,f,11/21/20 17:16,11/21/20 17:16
65,Immonen,Veera,FIN,,,95738,9185079,3 / (4),272.32,veeraimmonenfin,f,11/21/20 17:16,11/21/20 17:16
66,Roll,Bettina,NOR,,,92495,9425056,3 / (6),269.05,bettinarollnor,f,11/21/20 17:16,11/21/20 17:16
67,Volopichova,Vanessa,CZE,,,99076,,3 / (4),266.5,vanessavolopichovacze,f,11/21/20 17:16,11/21/20 17:16
68,Gendron,Andie,CAN,17,9/3/03 0:00,88253,9105441,3 / (7),263.6,andiegendroncan,f,11/21/20 17:16,11/21/20 17:16
69,Wakushima,Cool,NZL,,,97576,9415037,3 / (3),259.18,coolwakushimanzl,f,11/21/20 17:16,11/21/20 17:16
70,Bischof,Babet,SUI,20,4/22/00 0:00,92594,9515178,3 / (5),258.06,babetbischofsui,f,11/21/20 17:16,11/21/20 17:16
71,Bockhorni,Heli,GER,,,93814,,3 / (6),257.6,helibockhorniger,f,11/21/20 17:16,11/21/20 17:16
72,Hahnl,Marie,GER,,,95335,9205088,3 / (7),256.28,mariehahnlger,f,11/21/20 17:16,11/21/20 17:16
73,Hanicova,Eva,SVK,,,97628,1709950,3 / (8),255.96,evahanicovasvk,f,11/21/20 17:16,11/21/20 17:16
74,Zaveska,Laura,CZE,14,10/30/06 0:00,99223,,3 / (4),255.57,laurazaveskacze,f,11/21/20 17:16,11/21/20 17:16
75,Sorensen,Ella,USA,,,98868,,3 / (8),248.57,ellasorensenusa,f,11/21/20 17:16,11/21/20 17:16
76,Medlova,Klaudia,SVK,27,10/26/93 0:00,81727,1709938,3 / (3),248.2,klaudiamedlovasvk,f,11/21/20 17:16,11/21/20 17:16
77,Mittermueller,Silvia,GER,37,8/8/83 0:00,32669,1708267,3 / (4),245.63,silviamittermuellerger,f,11/21/20 17:16,11/21/20 17:16
78,Rose,Acacia,NOR,,,94573,9425058,3 / (6),243.94,acaciarosenor,f,11/21/20 17:16,11/21/20 17:16
79,Brookes,Mia,GBR,,,97672,,3 / (3),238.29,miabrookesgbr,f,11/21/20 17:16,11/21/20 17:16
80,Tanno,Livia,SUI,18,7/27/02 0:00,92535,9515187,3 / (4),237.62,liviatannosui,f,11/21/20 17:16,11/21/20 17:16
81,Romanova,Varvara,RUS,,,97654,,3 / (7),237.53,varvararomanovarus,f,11/21/20 17:16,11/21/20 17:16
82,Moroco,Alyssa,USA,,,96934,,3 / (7),234.57,alyssamorocousa,f,11/21/20 17:16,11/21/20 17:16
83,Coady,Tess,AUS,20,11/2/00 0:00,90557,9045103,1 / (1),233.33,tesscoadyaus,f,11/21/20 17:16,11/21/20 17:16
84,Yoshika,Yuri,JPN,24,2/22/96 0:00,84863,9305266,3 / (3),233.15,yuriyoshikajpn,f,11/21/20 17:16,11/21/20 17:16
85,Kampesaether,Live,NOR,,,100428,,3 / (3),232.53,livekampesaethernor,f,11/21/20 17:16,11/21/20 17:16
86,Avelar,Rori,USA,,,98723,9535546,3 / (5),232.25,roriavelarusa,f,11/21/20 17:16,11/21/20 17:16
87,Somaini,Carla,SUI,29,10/13/91 0:00,80734,9515153,2 / (2),232.05,carlasomainisui,f,11/21/20 17:16,11/21/20 17:16
88,Hahnl,Laura,GER,,,95336,,3 / (7),230.24,laurahahnlger,f,11/21/20 17:16,11/21/20 17:16
89,Mylius,Maria,NOR,,,92494,9425054,3 / (8),228.76,mariamyliusnor,f,11/21/20 17:16,11/21/20 17:16
90,Dhondt,Brooke,CAN,15,3/9/05 0:00,93624,,3 / (5),217.68,brookedhondtcan,f,11/21/20 17:16,11/21/20 17:16
91,Engholm,Novalie,SWE,,,100426,,3 / (4),214.25,novalieengholmswe,f,11/21/20 17:16,11/21/20 17:16
92,Plur De La Rosa,Manola,GER,14,8/3/06 0:00,96340,,3 / (6),211.15,manolaplur de la rosager,f,11/21/20 17:16,11/21/20 17:16
93,Sakakibara,Kokona,JPN,,,99510,,3 / (4),210.64,kokonasakakibarajpn,f,11/21/20 17:16,11/21/20 17:16
94,Kellogg,Makayla,USA,18,3/6/02 0:00,94174,,3 / (4),208.24,makaylakelloggusa,f,11/21/20 17:16,11/21/20 17:16
95,Saarela,Enni,FIN,,,96441,,3 / (5),204.93,ennisaarelafin,f,11/21/20 17:16,11/21/20 17:16
96,Sweeney,Marguerite,CAN,19,11/29/00 0:00,95650,9105386,3 / (7),202.04,margueritesweeneycan,f,11/21/20 17:16,11/21/20 17:16
97,Nakagawa,Ayano,JPN,,,97902,,3 / (6),199.87,ayanonakagawajpn,f,11/21/20 17:16,11/21/20 17:16
98,Hallen,Veda,USA,,,98864,,3 / (6),197.38,vedahallenusa,f,11/21/20 17:16,11/21/20 17:16
99,Ren,Ziyan,CHN,,,96056,9125012,3 / (4),197.23,ziyanrenchn,f,11/21/20 17:16,11/21/20 17:16
100,Fukada,Mari,JPN,,,100741,,3 / (4),195.3,marifukadajpn,f,11/21/20 17:16,11/21/20 17:16
101,Hyatt,Kianah,CAN,18,8/28/02 0:00,92616,9105404,3 / (6),195.05,kianahhyattcan,f,11/21/20 17:16,11/21/20 17:16
102,Hendrix,Barrett,USA,,,96988,,3 / (9),194.53,barretthendrixusa,f,11/21/20 17:16,11/21/20 17:16
103,Guo,Junyan,CHN,,,96919,9125071,3 / (4),194.11,junyanguochn,f,11/21/20 17:16,11/21/20 17:16
104,Equy,Noemie,FRA,,,92072,9195205,3 / (10),192.98,noemieequyfra,f,11/21/20 17:16,11/21/20 17:16
105,Weiler,Danielle,USA,,,96933,,2 / (2),192.18,danielleweilerusa,f,11/21/20 17:16,11/21/20 17:16
106,Williams ,Darcy-Jane,GBR,,,99215,,3 / (5),192.13,darcy-janewilliams gbr,f,11/21/20 17:16,11/21/20 17:16
107,Cowan,Lola,USA,,,98229,,3 / (6),191.29,lolacowanusa,f,11/21/20 17:16,11/21/20 17:16
108,Tomanova,Anna,CZE,,,99077,,3 / (5),190.93,annatomanovacze,f,11/21/20 17:16,11/21/20 17:16
109,Suitiala,Ella,FIN,31,10/1/89 0:00,85514,9185036,2 / (2),188.85,ellasuitialafin,f,11/21/20 17:16,11/21/20 17:16
110,Steeg,Philippa,GER,,,98609,,3 / (5),187.25,philippasteegger,f,11/21/20 17:16,11/21/20 17:16
111,Yoshida,Remi,JPN,,,99482,,3 / (5),187.01,remiyoshidajpn,f,11/21/20 17:16,11/21/20 17:16
112,Colsters,Shania,NED,,,99298,,3 / (5),186.69,shaniacolstersned,f,11/21/20 17:16,11/21/20 17:16
113,Lane Hopkins,Luca Mai,GBR,18,11/13/02 0:00,96140,9225011,3 / (5),185.99,luca mailane hopkinsgbr,f,11/21/20 17:16,11/21/20 17:16
114,Poluzzi,Marilu,ITA,,,86549,9295175,3 / (5),184.41,marilupoluzziita,f,11/21/20 17:16,11/21/20 17:16
115,Kolodziej,Shirly,SUI,,,94140,,3 / (3),182.85,shirlykolodziejsui,f,11/21/20 17:16,11/21/20 17:16
116,Hidalgo,Maria,ESP,23,1/30/97 0:00,88303,1499955,3 / (3),182.82,mariahidalgoesp,f,11/21/20 17:16,11/21/20 17:16
117,Raisanen,Ida,FIN,,,93268,9185070,3 / (4),182.75,idaraisanenfin,f,11/21/20 17:16,11/21/20 17:16
118,Yanez,Antonia,CHI,21,10/5/99 0:00,96053,1119982,3 / (3),179.81,antoniayanezchi,f,11/21/20 17:16,11/21/20 17:16
119,Lehtinen,Sini,FIN,20,5/25/00 0:00,93267,9185075,3 / (4),179.33,sinilehtinenfin,f,11/21/20 17:16,11/21/20 17:16
120,Zvadova,Viktorie,CZE,,,99225,,3 / (5),178.28,viktoriezvadovacze,f,11/21/20 17:16,11/21/20 17:16
121,Holzfeind,Kristina,AUT,,,99217,,3 / (7),173.99,kristinaholzfeindaut,f,11/21/20 17:16,11/21/20 17:16
122,Van Vreden,Romy,NED,,,94927,9405053,3 / (5),173.89,romyvan vredenned,f,11/21/20 17:16,11/21/20 17:16
123,Espeli Olsen,Kamilla,NOR,,,96132,,3 / (6),172.12,kamillaespeli olsennor,f,11/21/20 17:16,11/21/20 17:16
124,Napess,Lounah,CAN,,,96609,9105474,3 / (5),169.35,lounahnapesscan,f,11/21/20 17:16,11/21/20 17:16
125,Bogdanova,Elizaveta,RUS,,,91094,9485287,3 / (3),169.24,elizavetabogdanovarus,f,11/21/20 17:16,11/21/20 17:16
126,Pribosic,Urska,SLO,30,7/26/90 0:00,79937,1569959,2 / (2),167.8,urskapribosicslo,f,11/21/20 17:16,11/21/20 17:16
127,Kashevnik,Nika,RUS,,,94714,9485307,3 / (3),166.85,nikakashevnikrus,f,11/21/20 17:16,11/21/20 17:16
128,Derminio,Lauren,USA,,,99121,,3 / (5),166.37,laurenderminiousa,f,11/21/20 17:16,11/21/20 17:16
129,Stepanova,Eseniya,RUS,,,97655,,3 / (4),161.89,eseniyastepanovarus,f,11/21/20 17:16,11/21/20 17:16
130,Morii,Kiara,JPN,,,96870,,2 / (2),161.07,kiaramoriijpn,f,11/21/20 17:16,11/21/20 17:16
131,Norman,Hahna,USA,,,98869,,3 / (5),161.06,hahnanormanusa,f,11/21/20 17:16,11/21/20 17:16
132,Stroh,Karolina,GER,,,94810,,3 / (4),159.45,karolinastrohger,f,11/21/20 17:16,11/21/20 17:16
133,Luurila,Maija,FIN,,,95658,,3 / (4),159.11,maijaluurilafin,f,11/21/20 17:16,11/21/20 17:16
134,Sano,Kokomi,JPN,,,100742,,3 / (4),157.84,kokomisanojpn,f,11/21/20 17:16,11/21/20 17:16
135,Duchow,Ellie,USA,,,97817,9535539,3 / (4),154.32,ellieduchowusa,f,11/21/20 17:16,11/21/20 17:16
136,Li,Dongyu,CHN,,,93917,9125005,3 / (3),152.95,dongyulichn,f,11/21/20 17:16,11/21/20 17:16
137,Salgueira,Luan,FRA,19,1/1/01 0:00,81655,9190442,3 / (4),152.14,luansalgueirafra,f,11/21/20 17:16,11/21/20 17:16
138,Flynn,Rebecca,USA,,,98765,,3 / (4),149.83,rebeccaflynnusa,f,11/21/20 17:16,11/21/20 17:16
139,Salis,Andrina,SUI,,,93064,,3 / (3),149.63,andrinasalissui,f,11/21/20 17:16,11/21/20 17:16
140,Jaakkola,Milja,FIN,,,95667,,3 / (4),149.38,miljajaakkolafin,f,11/21/20 17:16,11/21/20 17:16
141,Kvamme,Jenny,NOR,,,98269,,3 / (4),149.07,jennykvammenor,f,11/21/20 17:16,11/21/20 17:16
142,Kostenko,Elena,RUS,25,8/29/95 0:00,89882,9485178,3 / (5),146.73,elenakostenkorus,f,11/21/20 17:16,11/21/20 17:16
143,Suzuki,Momo,JPN,,,100744,,3 / (4),146.55,momosuzukijpn,f,11/21/20 17:16,11/21/20 17:16
144,Loginova,Anastasiia,RUS,,,94603,9485339,3 / (5),144.62,anastasiialoginovarus,f,11/21/20 17:16,11/21/20 17:16
145,Zung,Kiara,AUT,,,92700,9055102,3 / (3),144.07,kiarazungaut,f,11/21/20 17:16,11/21/20 17:16
146,Kimura,Ryo,JPN,,,91139,9305360,3 / (4),142.75,ryokimurajpn,f,11/21/20 17:16,11/21/20 17:16
147,Kulik,Kristyna Leony,CZE,,,96147,9155039,3 / (3),140.8,kristyna leonykulikcze,f,11/21/20 17:16,11/21/20 17:16
148,Maeda,Suzuha,JPN,,,98211,9305453,1 / (1),140.72,suzuhamaedajpn,f,11/21/20 17:16,11/21/20 17:16
149,Sarkipaju,Telma,FIN,,,97426,9185080,3 / (3),140.49,telmasarkipajufin,f,11/21/20 17:16,11/21/20 17:16
150,Dowley,Eve,AUS,,,96015,9045123,3 / (5),138.45,evedowleyaus,f,11/21/20 17:16,11/21/20 17:16
151,Birkkjaer,Bailey,CAN,23,12/14/96 0:00,91463,9105343,3 / (3),137.84,baileybirkkjaercan,f,11/21/20 17:16,11/21/20 17:16
152,Jugovac,Lea,CRO,26,11/7/94 0:00,86375,1389930,3 / (6),135.26,leajugovaccro,f,11/21/20 17:16,11/21/20 17:16
153,Gale,Madison,CAN,18,3/19/02 0:00,95604,9105430,3 / (9),134.42,madisongalecan,f,11/21/20 17:16,11/21/20 17:16
154,Tmusic,Katarina,SRB,,,95753,9315001,3 / (7),133.33,katarinatmusicsrb,f,11/21/20 17:16,11/21/20 17:16
155,Zvadova,Sara,CZE,,,99224,,3 / (3),130.63,sarazvadovacze,f,11/21/20 17:16,11/21/20 17:16
156,Araya,Rino,JPN,,,95790,9305377,3 / (6),128.48,rinoarayajpn,f,11/21/20 17:16,11/21/20 17:16
157,Zhai,Yue,CHN,,,92445,1129993,2 / (2),127.53,yuezhaichn,f,11/21/20 17:16,11/21/20 17:16
158,Komuro,Yuna,JPN,20,11/19/00 0:00,81776,,2 / (2),125.95,yunakomurojpn,f,11/21/20 17:16,11/21/20 17:16
159,Harinen,Ada,FIN,,,100611,,3 / (3),125.47,adaharinenfin,f,11/21/20 17:16,11/21/20 17:16
160,Cook,Ava,CAN,,,97943,,3 / (7),125.18,avacookcan,f,11/21/20 17:16,11/21/20 17:16
161,Ignjatov,Jelena,SRB,25,5/22/95 0:00,95314,1319997,3 / (7),124.7,jelenaignjatovsrb,f,11/21/20 17:16,11/21/20 17:16
162,Grempel,Mia,GER,,,93576,9205089,2 / (2),122.66,miagrempelger,f,11/21/20 17:16,11/21/20 17:16
163,Aizawa,Mao,JPN,,,90219,9305334,2 / (2),121.61,maoaizawajpn,f,11/21/20 17:16,11/21/20 17:16
164,Cospolich,Alina,USA,,,96935,,3 / (6),121.5,alinacospolichusa,f,11/21/20 17:16,11/21/20 17:16
165,Evensen,Emilie,NOR,33,7/14/87 0:00,70621,,2 / (2),121.08,emilieevensennor,f,11/21/20 17:16,11/21/20 17:16
166,Plur De La Rosa,Lucia,GER,,,97275,,3 / (6),120.94,luciaplur de la rosager,f,11/21/20 17:16,11/21/20 17:16
167,Zhang,Tong,CHN,,,96059,9125011,2 / (2),120.89,tongzhangchn,f,11/21/20 17:16,11/21/20 17:16
168,Hjalland,Tina,NOR,,,99331,,3 / (3),119.26,tinahjallandnor,f,11/21/20 17:16,11/21/20 17:16
169,Phillips,Molly,FRA,,,94632,9195252,2 / (2),116.7,mollyphillipsfra,f,11/21/20 17:16,11/21/20 17:16
170,Bakke,Emma,NOR,,,95307,,3 / (4),115.79,emmabakkenor,f,11/21/20 17:16,11/21/20 17:16
171,Maheux,Emeraude,CAN,14,2/20/06 0:00,97928,,3 / (6),115.16,emeraudemaheuxcan,f,11/21/20 17:16,11/21/20 17:16
172,Burri,Ariane,SUI,20,4/14/00 0:00,88779,9515168,3 / (3),114.63,arianeburrisui,f,11/21/20 17:16,11/21/20 17:16
173,Walker,Jenna,CAN,,,98468,,3 / (4),113.76,jennawalkercan,f,11/21/20 17:16,11/21/20 17:16
174,Rue,Thea Christine,NOR,,,99333,,3 / (4),112.96,thea christineruenor,f,11/21/20 17:16,11/21/20 17:16
175,Chen,Alexandra,AUS,,,92293,9045098,3 / (4),111.5,alexandrachenaus,f,11/21/20 17:16,11/21/20 17:16
176,Loetscher,Isabelle,SUI,,,88803,9515197,3 / (3),108.51,isabelleloetschersui,f,11/21/20 17:16,11/21/20 17:16
177,Lora,Anna,AUT,26,8/18/94 0:00,93604,,3 / (5),105.75,annaloraaut,f,11/21/20 17:16,11/21/20 17:16
178,Kristiansen Rue,Andrea,NOR,,,99339,,1 / (1),105.52,andreakristiansen ruenor,f,11/21/20 17:16,11/21/20 17:16
179,Mauro,Bella,USA,,,96936,,3 / (5),105.03,bellamaurousa,f,11/21/20 17:16,11/21/20 17:16
180,Kato,Imari,JPN,,,100743,,2 / (2),104.26,imarikatojpn,f,11/21/20 17:16,11/21/20 17:16
181,Nastic,Nicole,CRO,,,98192,,3 / (7),102.33,nicolenasticcro,f,11/21/20 17:16,11/21/20 17:16
182,Zaradna,Paulina,POL,,,99563,,3 / (3),101.67,paulinazaradnapol,f,11/21/20 17:16,11/21/20 17:16
183,MacIejewska,Martyna,POL,,,97670,9435081,3 / (4),100.92,martynamaciejewskapol,f,11/21/20 17:16,11/21/20 17:16
184,Johansen,Hege,NOR,,,97101,,3 / (4),100.77,hegejohansennor,f,11/21/20 17:16,11/21/20 17:16
185,Klacar,Asja,BIH,,,97369,1719915,3 / (7),100,asjaklacarbih,f,11/21/20 17:16,11/21/20 17:16
185,Cornell,Nora,ESP,,,100531,,3 / (5),100,noracornellesp,f,11/21/20 17:16,11/21/20 17:16
187,Geremia,Felicity,CAN,,,96569,,3 / (5),99.6,felicitygeremiacan,f,11/21/20 17:16,11/21/20 17:16
188,O Brien,Spencer,CAN,32,2/2/88 0:00,20671,7105013,3 / (3),99.07,spencero briencan,f,11/21/20 17:16,11/21/20 17:16
189,Benneker,Olivia,SUI,,,94955,,3 / (3),97.27,oliviabennekersui,f,11/21/20 17:16,11/21/20 17:16
190,Elvy,Sascha,AUS,,,99422,,3 / (6),96.65,saschaelvyaus,f,11/21/20 17:16,11/21/20 17:16
191,Sakakibara,Niina,JPN,,,99507,,3 / (4),95.85,niinasakakibarajpn,f,11/21/20 17:16,11/21/20 17:16
192,McCaffrey,Angelina,CAN,17,12/4/02 0:00,98488,,3 / (3),93.83,angelinamccaffreycan,f,11/21/20 17:16,11/21/20 17:16
193,Pizzutto,Matilde,ITA,,,99006,9295192,3 / (3),91.54,matildepizzuttoita,f,11/21/20 17:16,11/21/20 17:16
194,Poggi Silveira,Morena,ARG,,,97540,1039981,3 / (6),90.97,morenapoggi silveiraarg,f,11/21/20 17:16,11/21/20 17:16
195,Li,Rongrong,CHN,,,100226,,2 / (2),89.94,rongronglichn,f,11/21/20 17:16,11/21/20 17:16
196,Locatin,Giorgia,ITA,,,80688,9295119,2 / (2),87.96,giorgialocatinita,f,11/21/20 17:16,11/21/20 17:16
197,Walz,Janina,GER,12,1/1/08 0:00,100769,,3 / (3),87.62,janinawalzger,f,11/21/20 17:16,11/21/20 17:16
198,Leenderts,Anine,NOR,19,11/5/01 0:00,93207,,1 / (1),87.59,anineleendertsnor,f,11/21/20 17:16,11/21/20 17:16
199,Scheidegger,Yuna,SUI,,,96744,,3 / (3),87.45,yunascheideggersui,f,11/21/20 17:16,11/21/20 17:16
200,Chavez Martinez,Maria Azul,ARG,,,96050,1039974,3 / (7),86.96,maria azulchavez martinezarg,f,11/21/20 17:16,11/21/20 17:16
